loan_amount,loan_term,interest_rate,grade,verification_status,purpose,dti,inquiries,derogatory,revolving_rate,total_credit_lines,employment_length,home_ownership,annual_income
1200,36,8.0,a,not verified,debt_consolidation,2.43,3,0,6.5,25,5.0,rent,9.60245002503719
3500,36,8.0,a,not verified,other,0.62,4,0,17.1,4,4.0,rent,10.790617203067296
3000,36,7.37,a,not verified,other,1.55,0,0,7.9,20,10.0,mortgage,10.584182525156834
9500,36,9.76,b,not verified,credit_card,4.8,0,1,45.6,15,4.0,mortgage,11.067653471943677
12000,36,13.24,d,not verified,wedding,14.4,2,0,64.0,4,7.0,rent,10.69559732562212
7000,36,11.34,c,not verified,medical,9.92,1,1,34.6,26,2.0,own,10.714439990727769
3500,36,11.66,c,not verified,car,12.38,0,0,0.0,23,1.0,rent,10.901616302625916
9000,36,11.34,c,not verified,major_purchase,1.2,3,0,80.0,14,7.0,rent,11.51293546492023
5400,36,12.61,d,not verified,debt_consolidation,12.12,0,0,68.1,11,2.0,rent,10.609081944147828
19200,36,12.29,c,not verified,debt_consolidation,18.93,1,0,82.8,25,10.0,rent,10.87806606028079
15000,36,11.34,c,not verified,credit_card,10.49,0,0,39.7,26,1.0,rent,11.338583982516495
5000,36,10.39,b,not verified,other,14.82,1,0,26.9,17,2.0,rent,9.90353755128617
12000,36,10.08,b,not verified,other,21.2,0,0,0.0,31,2.0,mortgage,11.775297421715827
10000,36,8.63,a,not verified,debt_consolidation,5.91,0,0,26.2,39,7.0,mortgage,11.407576060361786
10000,36,9.45,b,not verified,debt_consolidation,5.28,3,0,33.5,11,8.0,mortgage,11.736077016252437
12000,36,11.97,c,not verified,debt_consolidation,14.08,2,1,88.8,28,1.0,rent,11.350418300109132
25000,36,10.08,b,not verified,house,0.0,1,0,0.0,33,5.0,mortgage,10.896368886571995
8400,36,10.71,b,not verified,debt_consolidation,16.47,1,0,66.8,14,1.0,rent,10.839600519357369
12000,36,13.55,d,not verified,major_purchase,17.07,0,0,57.9,13,10.0,rent,11.156264806643742
10000,36,13.24,d,not verified,wedding,10.9,3,1,54.9,16,5.0,mortgage,10.968215530759236
12000,36,8.32,a,not verified,debt_consolidation,1.63,0,0,15.3,13,7.0,mortgage,11.407576060361786
10000,36,11.34,c,not verified,educational,8.79,0,0,39.3,3,1.0,rent,10.141283235182652
14000,36,13.87,d,not verified,debt_consolidation,20.45,2,0,66.0,16,2.0,rent,11.042937835596494
12000,36,13.24,d,not verified,debt_consolidation,11.96,0,0,61.5,8,1.0,rent,10.203629181337648
12000,36,10.39,b,not verified,debt_consolidation,0.0,1,0,71.2,14,4.0,rent,10.308985993422082
950,36,9.76,b,not verified,other,22.38,1,0,9.9,17,1.0,rent,10.043292972227004
11225,36,12.92,d,not verified,debt_consolidation,23.31,1,0,52.6,19,10.0,mortgage,10.353192806623015
8000,36,12.92,d,not verified,debt_consolidation,4.08,3,0,13.1,39,10.0,rent,11.156264806643742
20000,36,12.61,d,not verified,debt_consolidation,14.51,2,0,39.0,20,2.0,mortgage,11.338583982516495
25000,36,17.34,g,not verified,other,18.8,0,0,77.0,29,3.0,mortgage,11.472113887062386
7200,36,9.45,b,not verified,debt_consolidation,0.8,0,0,30.6,7,1.0,rent,10.714439990727769
14300,36,10.39,b,not verified,credit_card,21.28,2,0,30.2,14,1.0,rent,10.308985993422082
9000,36,12.61,d,not verified,debt_consolidation,7.15,0,0,56.4,10,7.0,mortgage,10.819798284210286
8000,36,8.32,a,not verified,credit_card,8.63,1,0,23.0,34,10.0,mortgage,11.820417517632333
6300,36,11.03,c,not verified,debt_consolidation,9.21,0,0,8.1,39,10.0,mortgage,10.968215530759236
11000,36,9.76,b,not verified,other,5.88,0,0,50.0,8,2.0,rent,11.33385860589677
18000,36,11.03,c,not verified,educational,6.15,0,0,69.2,9,9.0,rent,10.663498673349581
24000,36,10.71,b,not verified,other,0.57,1,0,3.0,24,10.0,mortgage,11.156264806643742
19000,36,12.29,c,not verified,debt_consolidation,10.01,1,0,38.6,35,2.0,rent,11.561725152903833
4800,36,11.03,c,not verified,other,2.34,1,0,44.8,5,3.0,rent,10.668885624799978
12800,36,9.45,b,not verified,credit_card,8.86,0,0,77.7,13,1.0,rent,11.082157933374816
10000,36,8.0,a,not verified,other,2.1,1,0,0.0,12,9.0,rent,10.859018228147887
12000,36,13.24,d,not verified,debt_consolidation,17.82,0,1,35.0,46,1.0,mortgage,10.87806606028079
22000,36,11.03,c,not verified,debt_consolidation,17.39,1,0,34.1,26,5.0,mortgage,11.407576060361786
20000,36,12.29,c,not verified,other,13.5,1,1,34.9,12,10.0,rent,11.082157933374816
5500,36,10.71,b,not verified,debt_consolidation,12.12,0,0,82.9,15,10.0,mortgage,10.62135173563291
10000,36,11.03,c,not verified,other,2.61,2,0,30.1,15,2.0,rent,10.422311107413181
10000,36,11.03,c,not verified,debt_consolidation,13.48,0,0,58.0,10,1.0,mortgage,10.757924157061597
15000,36,11.03,c,not verified,debt_consolidation,15.5,0,0,46.2,17,5.0,mortgage,11.1154434073529
6000,36,12.61,d,not verified,debt_consolidation,3.89,0,0,47.7,33,9.0,mortgage,10.819798284210286
2000,36,7.37,a,not verified,vacation,0.86,0,0,0.2,14,10.0,own,10.463131911491967
12200,36,12.29,c,not verified,home_improvement,9.31,0,0,39.4,8,1.0,own,10.555838779903407
3000,36,11.03,c,not verified,home_improvement,11.8,0,0,98.4,14,10.0,mortgage,11.236987493142202
18000,36,16.4,f,not verified,credit_card,24.03,1,0,57.9,24,4.0,mortgage,11.918397239722838
10000,36,11.66,c,not verified,house,13.33,2,0,48.7,22,1.0,rent,11.06665398721974
12650,36,11.34,c,not verified,debt_consolidation,21.96,1,0,8.9,27,4.0,mortgage,10.596659732783579
15000,36,11.03,c,not verified,debt_consolidation,9.52,0,0,56.1,38,1.0,own,11.915833974430027
9000,36,12.61,d,not verified,debt_consolidation,14.68,0,0,60.9,13,10.0,rent,10.422311107413181
12000,36,11.66,c,not verified,credit_card,12.94,0,0,62.9,38,5.0,mortgage,11.736077016252437
10000,36,12.92,d,not verified,debt_consolidation,6.74,0,0,65.8,8,4.0,rent,10.524090921620362
10000,36,10.71,b,not verified,debt_consolidation,10.37,0,0,26.2,39,6.0,rent,11.24178580913776
25000,36,10.08,b,not verified,home_improvement,10.42,0,0,11.3,37,4.0,mortgage,11.461642696843066
10000,36,9.45,b,not verified,debt_consolidation,7.44,0,0,43.6,27,1.0,rent,11.451060699493427
25000,36,13.87,d,not verified,credit_card,17.28,1,0,42.0,29,1.0,mortgage,11.050905878263567
18000,36,12.61,d,not verified,debt_consolidation,14.02,1,0,63.0,20,6.0,mortgage,11.141876276228
11000,36,11.97,c,not verified,other,15.83,1,0,72.0,16,1.0,rent,10.491301994830229
6625,36,12.92,d,not verified,debt_consolidation,19.93,0,0,71.3,26,8.0,rent,10.239995502805316
13000,36,8.32,a,not verified,debt_consolidation,0.83,1,0,2.3,5,10.0,own,10.268165387743457
8500,36,13.55,d,not verified,debt_consolidation,17.56,1,0,90.6,10,6.0,rent,10.264687244346277
15000,36,13.24,d,not verified,debt_consolidation,10.03,0,0,71.4,30,10.0,own,10.753146908111683
12000,36,11.66,c,not verified,debt_consolidation,10.05,2,0,44.8,18,1.0,rent,10.778977123006351
7000,36,9.45,b,not verified,major_purchase,5.99,0,0,33.1,17,1.0,rent,9.915663128466262
7500,36,9.76,b,not verified,credit_card,12.32,3,0,25.4,33,1.0,rent,11.407576060361786
7000,36,12.61,d,not verified,debt_consolidation,9.63,1,0,78.5,5,5.0,rent,10.463131911491967
9000,36,11.97,c,not verified,home_improvement,19.37,1,1,70.2,26,10.0,own,11.289794413577894
15000,36,10.39,b,not verified,home_improvement,8.92,1,0,20.0,19,10.0,mortgage,11.58989576532275
8400,36,11.97,c,not verified,debt_consolidation,20.96,0,0,84.1,24,10.0,rent,10.847801928316501
10000,36,13.24,d,not verified,debt_consolidation,18.2,3,0,54.2,12,2.0,rent,11.097425172408931
21000,36,10.71,b,not verified,debt_consolidation,2.9,1,0,17.7,15,2.0,rent,11.082157933374816
8450,36,12.29,c,not verified,debt_consolidation,0.13,1,0,51.8,11,1.0,rent,14.528354968109392
11000,36,11.34,c,not verified,debt_consolidation,9.39,0,1,43.6,14,2.0,rent,10.859018228147887
10000,36,8.63,a,not verified,car,8.94,3,0,44.3,27,1.0,mortgage,11.002116507732017
8800,36,12.29,c,not verified,debt_consolidation,20.04,1,0,59.8,27,7.0,own,10.819798284210286
19000,36,13.55,d,not verified,debt_consolidation,1.67,2,0,95.1,13,10.0,mortgage,11.87757552297847
15000,36,9.76,b,not verified,house,11.35,2,0,33.3,12,7.0,mortgage,11.082157933374816
7750,36,13.87,d,not verified,debt_consolidation,24.68,0,0,66.8,9,1.0,rent,10.308985993422082
12000,36,10.39,b,not verified,debt_consolidation,17.0,2,0,0.0,15,8.0,rent,10.348205424565993
12000,36,14.18,e,not verified,debt_consolidation,18.16,1,0,71.7,19,4.0,rent,11.207228765796126
16000,36,9.76,b,not verified,wedding,1.61,1,0,27.3,30,10.0,rent,13.257595073692956
24000,36,12.92,d,not verified,debt_consolidation,15.08,0,0,86.5,30,6.0,rent,11.298506245754995
20000,36,15.13,e,not verified,other,10.25,1,0,66.0,18,2.0,mortgage,11.251573687764477
20000,36,9.45,b,not verified,home_improvement,0.81,1,0,1.7,12,5.0,mortgage,10.703266939811954
25000,36,10.71,b,not verified,credit_card,11.86,0,0,8.3,8,1.0,mortgage,10.859018228147887
18000,36,10.08,b,not verified,debt_consolidation,11.01,0,0,41.5,21,3.0,rent,11.124332223082254
5000,36,12.92,d,not verified,debt_consolidation,19.67,1,0,92.4,30,8.0,mortgage,11.184435286790631
20000,36,9.45,b,not verified,home_improvement,4.19,2,0,0.0,16,10.0,mortgage,11.695255355062795
4700,36,9.45,b,not verified,credit_card,11.13,0,0,41.7,11,1.0,rent,11.082157933374816
25000,36,16.08,f,not verified,major_purchase,6.4,0,0,54.1,12,1.0,own,10.714439990727769
8000,36,10.08,b,not verified,home_improvement,0.81,1,1,25.1,12,2.0,mortgage,11.034905792929415
6000,36,10.39,b,not verified,debt_consolidation,7.5,1,0,94.2,8,1.0,mortgage,9.729193687429403
10600,36,11.97,c,not verified,debt_consolidation,14.9,0,0,80.7,4,6.0,rent,10.572572546745315
5000,36,8.0,a,not verified,home_improvement,3.75,0,0,7.1,36,10.0,mortgage,11.289794413577894
18000,36,10.39,b,not verified,moving,0.86,1,0,52.4,7,1.0,rent,11.289794413577894
8000,36,14.18,e,not verified,debt_consolidation,20.71,1,0,52.0,17,8.0,rent,10.530521639636548
24500,36,12.61,d,not verified,small_business,5.76,3,0,62.8,29,2.0,mortgage,11.695255355062795
2925,36,10.71,b,not verified,debt_consolidation,6.62,1,0,49.1,13,5.0,rent,10.203629181337648
8000,36,9.76,b,not verified,car,18.72,0,0,67.7,35,5.0,mortgage,10.596659732783579
7200,36,8.0,a,not verified,other,5.54,3,0,0.8,19,5.0,rent,11.326607934898927
14700,36,12.29,c,not verified,debt_consolidation,21.94,2,0,43.1,18,8.0,rent,10.524090921620362
10000,36,11.34,c,not verified,other,5.37,2,1,54.1,6,3.0,rent,10.261196961231647
16000,36,14.18,e,not verified,debt_consolidation,3.4,0,0,33.4,29,3.0,rent,11.849347700341399
7000,36,9.45,b,not verified,other,10.86,1,0,32.9,16,1.0,mortgage,11.440365524765756
12000,36,15.76,f,not verified,debt_consolidation,18.55,0,0,89.6,25,10.0,mortgage,11.51293546492023
10000,36,9.76,b,not verified,major_purchase,2.7,3,0,16.1,32,5.0,rent,10.085850775128717
25000,36,14.18,e,not verified,wedding,22.45,2,0,32.8,34,2.0,rent,11.097425172408931
10000,36,11.66,c,not verified,other,8.56,3,0,46.5,4,1.0,own,10.308985993422082
11000,36,11.03,c,not verified,debt_consolidation,6.82,2,0,84.5,7,1.0,own,9.923339198238729
7000,36,8.63,a,not verified,debt_consolidation,2.74,0,0,40.1,12,4.0,rent,10.645448706505872
5000,36,15.13,e,not verified,debt_consolidation,21.32,0,0,98.3,20,4.0,rent,10.933410495077375
19275,36,14.5,e,not verified,debt_consolidation,9.86,1,0,56.7,13,8.0,rent,10.422311107413181
15000,36,9.76,b,not verified,debt_consolidation,15.1,1,0,14.8,46,1.0,mortgage,10.915106645867503
11000,36,13.87,d,not verified,debt_consolidation,20.93,0,0,93.2,20,2.0,own,10.819878279410617
10000,36,8.63,a,not verified,home_improvement,6.4,0,0,44.1,20,4.0,mortgage,11.600945499760169
5000,36,10.39,b,not verified,debt_consolidation,15.72,1,0,43.3,13,7.0,rent,11.150534214035387
5600,36,9.76,b,not verified,other,7.47,2,0,43.8,4,1.0,rent,10.596659732783579
15000,36,11.34,c,not verified,debt_consolidation,8.61,1,0,45.5,24,10.0,rent,10.963376337755056
15000,36,9.76,b,not verified,home_improvement,5.77,1,0,2.9,49,1.0,mortgage,10.165890277802454
21000,36,9.76,b,not verified,vacation,1.79,0,0,0.6,14,1.0,own,10.714439990727769
5000,36,10.71,b,not verified,debt_consolidation,6.95,0,1,70.8,20,10.0,rent,10.828420829791625
8000,36,11.34,c,not verified,debt_consolidation,9.8,2,0,63.7,8,3.0,mortgage,10.085850775128717
14500,36,11.97,c,not verified,debt_consolidation,8.6,1,0,95.7,9,3.0,rent,11.082157933374816
1000,36,10.08,b,not verified,major_purchase,20.53,0,0,46.2,25,6.0,own,10.545367754151743
10000,36,11.66,c,not verified,debt_consolidation,15.44,0,0,75.3,17,4.0,rent,10.308985993422082
900,36,8.63,a,not verified,home_improvement,0.32,2,0,3.3,4,4.0,own,10.950824090522445
10000,36,8.0,a,not verified,other,0.0,0,0,0.0,9,2.0,rent,11.669937760751914
14275,36,9.45,b,not verified,credit_card,11.18,1,0,56.0,20,10.0,rent,11.813037464800539
15600,36,10.71,b,not verified,debt_consolidation,14.58,1,0,62.6,28,7.0,rent,10.778977123006351
20000,36,16.71,f,not verified,debt_consolidation,20.09,1,0,74.3,28,4.0,rent,11.082157933374816
5800,36,8.32,a,not verified,major_purchase,0.72,3,0,5.2,10,1.0,rent,10.463703160543519
25000,36,10.08,b,not verified,small_business,3.84,8,0,8.7,22,3.0,mortgage,11.87757552297847
6000,36,9.45,b,not verified,small_business,13.16,0,0,55.0,42,7.0,mortgage,11.002116507732017
10000,36,13.87,d,not verified,debt_consolidation,13.19,2,0,88.0,12,2.0,rent,10.474495347310453
3000,36,8.0,a,not verified,debt_consolidation,2.6,0,0,23.4,10,10.0,rent,10.491301994830229
9500,36,11.03,c,not verified,debt_consolidation,11.3,0,0,71.4,12,1.0,mortgage,11.225256725762893
10000,36,11.34,c,not verified,home_improvement,14.8,3,0,45.7,31,10.0,mortgage,11.225256725762893
12000,36,11.34,c,not verified,debt_consolidation,8.72,0,0,70.9,7,1.0,rent,10.545367754151743
10000,36,9.45,b,not verified,credit_card,11.69,3,0,63.3,18,1.0,rent,11.082157933374816
6000,36,9.76,b,not verified,debt_consolidation,5.43,1,0,40.6,8,1.0,rent,10.134638955251866
3000,36,7.68,a,not verified,debt_consolidation,0.91,1,0,27.1,37,1.0,mortgage,10.586609649448985
10000,36,13.55,d,not verified,small_business,3.35,2,0,73.1,6,5.0,rent,11.178864319331653
10000,36,11.66,c,not verified,debt_consolidation,23.96,2,0,45.5,12,10.0,own,10.434145214930487
12000,36,9.83,b,not verified,credit_card,16.75,0,0,50.7,8,1.0,rent,10.12667110305036
9000,36,10.39,b,not verified,debt_consolidation,14.45,0,0,25.3,10,8.0,rent,10.494629692640487
15000,36,14.5,e,not verified,debt_consolidation,15.6,1,0,63.9,34,1.0,mortgage,11.082157933374816
10000,36,8.63,a,not verified,debt_consolidation,13.16,2,0,31.0,10,2.0,rent,10.308985993422082
24000,36,9.76,b,not verified,debt_consolidation,0.22,3,0,5.8,20,8.0,mortgage,11.918397239722838
20000,36,10.71,b,not verified,debt_consolidation,13.11,1,0,39.8,12,9.0,rent,10.869710653158492
10000,36,9.76,b,not verified,debt_consolidation,3.22,0,0,63.0,13,1.0,rent,10.545367754151743
20000,36,13.24,d,not verified,debt_consolidation,20.73,0,0,64.1,22,1.0,mortgage,11.289794413577894
3975,36,13.87,d,not verified,credit_card,21.9,1,0,82.3,4,2.0,mortgage,10.085850775128717
25000,36,9.76,b,not verified,other,4.95,0,0,0.0,8,5.0,mortgage,12.206077645517674
16000,36,10.71,b,not verified,debt_consolidation,19.23,1,0,77.9,10,1.0,rent,10.596559730283433
20000,36,12.61,d,not verified,small_business,4.04,0,0,91.3,13,3.0,rent,10.545367754151743
20500,36,11.03,c,not verified,debt_consolidation,15.72,1,0,32.3,29,2.0,rent,10.555838779903407
12000,36,11.97,c,not verified,debt_consolidation,22.67,0,0,66.7,23,1.0,rent,10.714439990727769
15000,36,10.39,b,not verified,debt_consolidation,11.37,0,0,0.3,8,5.0,rent,10.883841692699617
15000,36,12.92,d,not verified,debt_consolidation,6.08,1,0,78.0,7,4.0,rent,10.714439990727769
7200,36,10.39,b,not verified,credit_card,12.63,0,0,44.7,9,1.0,rent,10.778977123006351
9000,36,11.03,c,not verified,debt_consolidation,8.29,0,0,59.7,11,1.0,own,10.714439990727769
10000,36,12.61,d,not verified,debt_consolidation,12.02,0,0,46.7,23,2.0,rent,10.859018228147887
4000,36,10.08,b,not verified,home_improvement,16.26,1,0,27.3,10,6.0,rent,10.385944565501662
5000,36,9.76,b,not verified,credit_card,1.46,0,0,21.5,6,2.0,mortgage,10.448743588106625
15000,36,17.03,f,not verified,debt_consolidation,15.81,0,0,86.8,42,3.0,mortgage,11.580593459194764
10000,36,13.87,d,not verified,debt_consolidation,24.72,0,0,58.6,25,10.0,mortgage,10.968215530759236
12800,36,9.45,b,not verified,debt_consolidation,10.51,3,0,25.4,26,9.0,mortgage,11.51293546492023
3000,36,11.97,c,not verified,debt_consolidation,14.8,0,0,77.0,15,10.0,rent,11.264476926102367
6350,36,12.92,d,not verified,debt_consolidation,20.15,1,0,93.1,16,1.0,rent,11.294968440343318
11000,36,10.71,b,not verified,other,0.4,2,0,28.4,5,1.0,rent,11.002116507732017
25000,36,10.08,b,not verified,small_business,8.53,3,0,7.6,27,4.0,mortgage,10.518700218288165
11800,36,8.63,a,not verified,debt_consolidation,7.8,3,0,32.6,11,10.0,own,11.002116507732017
5275,36,10.39,b,not verified,debt_consolidation,20.69,0,0,28.2,22,3.0,rent,10.714439990727769
9600,36,11.97,c,not verified,other,20.63,0,0,72.7,15,8.0,rent,10.518592107258032
5000,36,8.0,a,not verified,debt_consolidation,10.71,0,0,7.9,14,1.0,rent,10.371019379393825
25000,36,11.66,c,not verified,credit_card,18.88,0,0,33.1,17,1.0,rent,11.51293546492023
10000,36,8.0,a,not verified,small_business,12.14,0,0,9.2,13,2.0,mortgage,10.12667110305036
7200,36,11.34,c,not verified,credit_card,24.31,2,0,14.5,30,1.0,rent,10.518700218288165
9325,36,13.62,d,not verified,debt_consolidation,21.88,0,0,82.5,9,4.0,rent,10.308985993422082
7600,36,12.61,d,not verified,debt_consolidation,4.62,1,0,47.9,9,10.0,rent,11.245764715739195
10000,36,11.66,c,not verified,home_improvement,10.74,3,0,66.7,27,10.0,mortgage,11.433893080082035
12100,36,9.45,b,not verified,debt_consolidation,11.02,5,0,54.8,32,2.0,rent,10.896757843893464
16600,36,9.76,b,not verified,small_business,4.68,0,0,11.6,4,1.0,mortgage,9.90353755128617
3975,36,11.97,c,not verified,debt_consolidation,15.51,2,0,17.0,18,1.0,own,9.782562084607248
17000,36,14.82,e,not verified,credit_card,20.12,1,0,91.8,25,10.0,mortgage,11.552155793461898
3000,36,11.03,c,not verified,car,16.92,1,0,42.4,16,2.0,rent,10.62135173563291
10000,36,11.03,c,not verified,other,9.17,0,0,70.3,24,3.0,own,10.110745594620115
15000,36,11.66,c,not verified,home_improvement,5.17,2,0,53.6,16,2.0,rent,10.491301994830229
4500,36,8.63,a,not verified,car,0.0,0,0,0.0,6,2.0,own,9.210440366976517
16000,36,14.18,e,not verified,debt_consolidation,11.13,0,0,90.5,18,7.0,rent,10.852226113276135
15000,36,13.24,d,not verified,other,3.29,0,0,34.0,4,10.0,rent,11.147656555612986
6000,36,10.71,b,not verified,debt_consolidation,20.11,1,0,45.7,14,4.0,rent,10.422311107413181
6000,36,10.46,b,not verified,car,5.06,1,0,63.4,21,2.0,rent,10.819798284210286
750,36,12.29,c,not verified,credit_card,24.0,0,0,84.9,8,1.0,rent,9.852246888342531
20000,36,10.08,b,not verified,debt_consolidation,10.06,0,0,39.1,19,3.0,rent,11.002116507732017
19200,36,13.87,d,not verified,debt_consolidation,7.16,1,0,56.4,16,10.0,rent,11.28523408795581
18000,36,13.24,d,not verified,debt_consolidation,22.4,0,1,54.7,23,10.0,own,11.002116507732017
20000,36,9.51,b,not verified,medical,0.22,8,0,18.6,4,10.0,own,11.289794413577894
15075,36,12.92,d,not verified,small_business,23.29,2,1,11.3,15,10.0,mortgage,10.645448706505872
2500,36,9.76,b,not verified,other,0.5,0,0,59.3,9,3.0,rent,10.491301994830229
15000,36,11.34,c,not verified,small_business,2.32,1,0,33.5,16,5.0,mortgage,11.51293546492023
7000,36,9.2,b,not verified,major_purchase,13.28,3,0,21.0,35,10.0,mortgage,11.385103457032141
10800,36,9.76,b,not verified,educational,11.89,1,1,24.3,31,4.0,rent,11.321777065973317
5000,36,7.68,a,not verified,small_business,0.43,0,0,1.5,5,1.0,rent,10.239995502805316
10000,36,15.45,e,not verified,debt_consolidation,13.16,2,0,78.7,13,1.0,rent,10.915033917272405
3000,36,7.37,a,not verified,debt_consolidation,12.7,0,0,3.7,8,1.0,rent,9.774175816055788
2725,36,11.66,c,not verified,debt_consolidation,14.45,3,0,24.7,32,2.0,rent,10.859018228147887
6000,36,8.0,a,not verified,debt_consolidation,9.82,1,0,45.9,12,1.0,rent,11.002116507732017
17000,36,9.45,b,not verified,home_improvement,0.6,2,0,3.2,24,1.0,mortgage,11.002116507732017
15250,36,11.34,c,not verified,debt_consolidation,15.14,0,0,84.5,18,10.0,mortgage,11.225256725762893
3000,36,13.3,d,not verified,credit_card,24.79,1,0,73.7,26,1.0,rent,10.470078954207976
9500,36,10.78,c,not verified,debt_consolidation,8.22,1,0,48.6,7,10.0,own,11.219909190927746
20050,36,9.76,b,not verified,small_business,9.14,0,0,3.5,20,10.0,rent,10.165890277802454
10000,36,8.0,a,not verified,small_business,12.0,3,0,53.5,36,6.0,mortgage,11.652696102959753
8000,36,10.46,b,not verified,other,11.28,1,0,80.6,19,10.0,rent,11.695255355062795
5000,36,12.61,d,not verified,debt_consolidation,4.56,2,1,47.1,10,10.0,rent,10.12667110305036
